Codi_Districte,Nom_Districte,Nom_Carrer,Personas,Promedio_Import_Euros,Vehicles
7,Horta-Guinardó,Getsemaní,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Madame Butterfly,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Pl Major Rectoret,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Ctra Molins de Rei,148201,25606.775510204083,102272
1,Ciutat Vella,Morera,106028,11517.703703703704,33685
3,Sants-Montjuïc,Olzinelles,183770,14625.393162393162,79559
8,Nou Barris,Pins,170736,12431.811965811965,66780
9,Sant Andreu,Pont,149826,15124.747368421053,65745
8,Nou Barris,Sant Manuel,170736,12431.811965811965,66780
9,Sant Andreu,Sant Narcís,149826,15124.747368421053,65745
6,Gràcia,Santa Teresa,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Ptge Saumell,148201,25606.775510204083,102272
4,Les Corts,Pl Jardins Tòquio,81074,22022.035087719298,48622
6,Gràcia,Torrijos,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Camí Llenega,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Pl Rosa Sabater,148201,25606.775510204083,102272
4,Les Corts,Batista i Roca,81074,22022.035087719298,48622
10,Sant Martí,Pl Willy Brandt,239465,15323.08843537415,103094
7,Horta-Guinardó,Ptge Alt Mariner,172109,15152.317073170732,80895
10,Sant Martí,Antic de Bofarull,239465,15323.08843537415,103094
1,Ciutat Vella,Arc S Ramon Call,106028,11517.703703703704,33685
3,Sants-Montjuïc,Begur,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Av J. V. Foix,148201,25606.775510204083,102272
3,Sants-Montjuïc,Pedreres,183770,14625.393162393162,79559
2,Eixample,Floridablanca,266857,18867.71676300578,128137
6,Gràcia,Av Vallcarca,121915,18340.74712643678,57643
3,Sants-Montjuïc,Rajolers,183770,14625.393162393162,79559
9,Sant Andreu,Manigua,149826,15124.747368421053,65745
1,Ciutat Vella,Mònec,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Monterols,148201,25606.775510204083,102272
1,Ciutat Vella,Obradors,106028,11517.703703703704,33685
8,Nou Barris,Ramon Albó,170736,12431.811965811965,66780
8,Nou Barris,Isard,170736,12431.811965811965,66780
1,Ciutat Vella,Rda Sant Pau,106028,11517.703703703704,33685
7,Horta-Guinardó,Ptge Sigüenza,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Camí Cama-sec,148201,25606.775510204083,102272
3,Sants-Montjuïc,Longitudinal 6,183770,14625.393162393162,79559
10,Sant Martí,Ptja Mar Bella,239465,15323.08843537415,103094
8,Nou Barris,Pl Aqüeducte,170736,12431.811965811965,66780
9,Sant Andreu,Víctor Colomer,149826,15124.747368421053,65745
10,Sant Martí,Albània,239465,15323.08843537415,103094
10,Sant Martí,Alcamo,239465,15323.08843537415,103094
6,Gràcia,Bruniquer,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Cardenal Sentmenat,148201,25606.775510204083,102272
2,Eixample,Consell de Cent,266857,18867.71676300578,128137
9,Sant Andreu,Pl Celestí Boada,149826,15124.747368421053,65745
7,Horta-Guinardó,Pg Font Fargas,172109,15152.317073170732,80895
8,Nou Barris,Ptge Grau,170736,12431.811965811965,66780
4,Les Corts,Dolors Masferrer,81074,22022.035087719298,48622
4,Les Corts,Elisabeth Eidenben,81074,22022.035087719298,48622
1,Ciutat Vella,Mercaders,106028,11517.703703703704,33685
1,Ciutat Vella,Mirallers,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Moragas,148201,25606.775510204083,102272
9,Sant Andreu,Pare Pérez Pulgar,149826,15124.747368421053,65745
7,Horta-Guinardó,Palafox,172109,15152.317073170732,80895
1,Ciutat Vella,Pintor Fortuny,106028,11517.703703703704,33685
8,Nou Barris,Pla dels Cirerers,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Boix,148201,25606.775510204083,102272
6,Gràcia,Repartidor,121915,18340.74712643678,57643
8,Nou Barris,Romaní,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Sant Jaume Apòstol,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Av Sarrià,148201,25606.775510204083,102272
4,Les Corts,Tubella,81074,22022.035087719298,48622
1,Ciutat Vella,Trinitat,106028,11517.703703703704,33685
4,Les Corts,Pl Coll Finestrell,81074,22022.035087719298,48622
9,Sant Andreu,Pl Pere Falqués,149826,15124.747368421053,65745
10,Sant Martí,Almogàvers,239465,15323.08843537415,103094
10,Sant Martí,Ptge Arriassa,239465,15323.08843537415,103094
1,Ciutat Vella,Aurora,106028,11517.703703703704,33685
3,Sants-Montjuïc,Pg Cantunis,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Can Móra,148201,25606.775510204083,102272
3,Sants-Montjuïc,Pl Centre,183770,14625.393162393162,79559
10,Sant Martí,Epir,239465,15323.08843537415,103094
7,Horta-Guinardó,Ptge Ercilla,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Pl Gal·la Placídia,148201,25606.775510204083,102272
8,Nou Barris,Góngora,170736,12431.811965811965,66780
1,Ciutat Vella,Llauder,106028,11517.703703703704,33685
9,Sant Andreu,Rbla Onze Setembre,149826,15124.747368421053,65745
8,Nou Barris,Pedrosa,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Plató,148201,25606.775510204083,102272
7,Horta-Guinardó,Camí Sant Cebrià,172109,15152.317073170732,80895
8,Nou Barris,Sant Feliu Codines,170736,12431.811965811965,66780
8,Nou Barris,Pl St F Xavier,170736,12431.811965811965,66780
1,Ciutat Vella,Bda Sant Miquel,106028,11517.703703703704,33685
10,Sant Martí,Santander,239465,15323.08843537415,103094
10,Sant Martí,Tessàlia,239465,15323.08843537415,103094
6,Gràcia,Pl Trilla,121915,18340.74712643678,57643
8,Nou Barris,Pl Roja Ciutat Mer,170736,12431.811965811965,66780
7,Horta-Guinardó,Rubió i Balaguer,172109,15152.317073170732,80895
3,Sants-Montjuïc,Número 22,183770,14625.393162393162,79559
6,Gràcia,Josefa Rosich,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Alcalde Miralles,148201,25606.775510204083,102272
8,Nou Barris,Alloza,170736,12431.811965811965,66780
3,Sants-Montjuïc,Ciceró,183770,14625.393162393162,79559
10,Sant Martí,Ptge Còrsega,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,F Valls i Taberner,148201,25606.775510204083,102272
1,Ciutat Vella,Guàrdia,106028,11517.703703703704,33685
8,Nou Barris,Japó,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Jordà,148201,25606.775510204083,102272
8,Nou Barris,Ptge Manuel Sancho,170736,12431.811965811965,66780
6,Gràcia,Ptge Ministral,121915,18340.74712643678,57643
3,Sants-Montjuïc,Navarra,183770,14625.393162393162,79559
2,Eixample,Pl Urquinaona,266857,18867.71676300578,128137
10,Sant Martí,Ptge Roura,239465,15323.08843537415,103094
1,Ciutat Vella,Pl Sant Felip Neri,106028,11517.703703703704,33685
6,Gràcia,Tirso,121915,18340.74712643678,57643
10,Sant Martí,Pl V Almirall,239465,15323.08843537415,103094
1,Ciutat Vella,Ptja Barceloneta,106028,11517.703703703704,33685
6,Gràcia,Pl Alfonso Comín,121915,18340.74712643678,57643
1,Ciutat Vella,Ptge B Martorell,106028,11517.703703703704,33685
1,Ciutat Vella,Cervelló,106028,11517.703703703704,33685
7,Horta-Guinardó,Clarà Ayats,172109,15152.317073170732,80895
7,Horta-Guinardó,Eduard Toda,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Esc Gatosa,148201,25606.775510204083,102272
3,Sants-Montjuïc,Escultor Canet,183770,14625.393162393162,79559
8,Nou Barris,Feliu i Codina,170736,12431.811965811965,66780
6,Gràcia,Pl Gal·la Placídia,121915,18340.74712643678,57643
6,Gràcia,Ptge Napoleó,121915,18340.74712643678,57643
1,Ciutat Vella,Pl Pons i Clerch,106028,11517.703703703704,33685
9,Sant Andreu,Portugal,149826,15124.747368421053,65745
3,Sants-Montjuïc,Ptge Serra i Arola,183770,14625.393162393162,79559
6,Gràcia,Sostres,121915,18340.74712643678,57643
10,Sant Martí,Vallmitjana,239465,15323.08843537415,103094
3,Sants-Montjuïc,Número 41,183770,14625.393162393162,79559
3,Sants-Montjuïc,Pierre Coubertin,183770,14625.393162393162,79559
9,Sant Andreu,Naus Maquinista,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Ptge Ricard Zamora,148201,25606.775510204083,102272
3,Sants-Montjuïc,Transversal 6,183770,14625.393162393162,79559
6,Gràcia,Ptge Josefina Torr,121915,18340.74712643678,57643
8,Nou Barris,Almagro,170736,12431.811965811965,66780
7,Horta-Guinardó,Amèrica,172109,15152.317073170732,80895
1,Ciutat Vella,Bou de Sant Pere,106028,11517.703703703704,33685
3,Sants-Montjuïc,Càceres,183770,14625.393162393162,79559
9,Sant Andreu,Estadella,149826,15124.747368421053,65745
7,Horta-Guinardó,Farnés,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Pl Lesseps,148201,25606.775510204083,102272
6,Gràcia,Bda Gomis,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Jacinto Benavente,148201,25606.775510204083,102272
3,Sants-Montjuïc,Pl Joan Corrades,183770,14625.393162393162,79559
4,Les Corts,Llorens i Artigas,81074,22022.035087719298,48622
3,Sants-Montjuïc,Av Paral·lel,183770,14625.393162393162,79559
6,Gràcia,Olot,121915,18340.74712643678,57643
6,Gràcia,Palma Sant Genís,121915,18340.74712643678,57643
8,Nou Barris,Pere d'Artés,170736,12431.811965811965,66780
4,Les Corts,Rábida,81074,22022.035087719298,48622
3,Sants-Montjuïc,Sant Germà,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Santa Fe Nou Mèxic,148201,25606.775510204083,102272
3,Sants-Montjuïc,Número 43,183770,14625.393162393162,79559
1,Ciutat Vella,Volta de la Perdiu,106028,11517.703703703704,33685
8,Nou Barris,Baró d'Esponellà,170736,12431.811965811965,66780
1,Ciutat Vella,Pl Berenguer Gran,106028,11517.703703703704,33685
4,Les Corts,Pl Carme,81074,22022.035087719298,48622
4,Les Corts,Corts,81074,22022.035087719298,48622
5,Sarrià-Sant Gervasi,Dr Francesc Darder,148201,25606.775510204083,102272
10,Sant Martí,Pl Doctor Serrat,239465,15323.08843537415,103094
10,Sant Martí,Galba,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Josep Bertrand,148201,25606.775510204083,102272
1,Ciutat Vella,Manresa,106028,11517.703703703704,33685
4,Les Corts,Monestir,81074,22022.035087719298,48622
1,Ciutat Vella,Petons,106028,11517.703703703704,33685
4,Les Corts,Ptge Rgnt Mendieta,81074,22022.035087719298,48622
3,Sants-Montjuïc,Rosés,183770,14625.393162393162,79559
8,Nou Barris,Santanyí,170736,12431.811965811965,66780
3,Sants-Montjuïc,Teodor Bonaplata,183770,14625.393162393162,79559
7,Horta-Guinardó,Thous,172109,15152.317073170732,80895
3,Sants-Montjuïc,Moll Sud,183770,14625.393162393162,79559
3,Sants-Montjuïc,Muga,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Pl Xiprer,148201,25606.775510204083,102272
3,Sants-Montjuïc,Ptge Bering,183770,14625.393162393162,79559
10,Sant Martí,Pl Carme Montoriol,239465,15323.08843537415,103094
8,Nou Barris,Pl Raïm,170736,12431.811965811965,66780
9,Sant Andreu,Arquímedes,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Pl Boston,148201,25606.775510204083,102272
6,Gràcia,Sardenya,121915,18340.74712643678,57643
1,Ciutat Vella,Ptge Crèdit,106028,11517.703703703704,33685
10,Sant Martí,Degollada,239465,15323.08843537415,103094
7,Horta-Guinardó,Ptge Dipòsit,172109,15152.317073170732,80895
3,Sants-Montjuïc,Dolors Batlle,183770,14625.393162393162,79559
1,Ciutat Vella,Gegants,106028,11517.703703703704,33685
1,Ciutat Vella,Hostal d'en Sol,106028,11517.703703703704,33685
7,Horta-Guinardó,Iriarte,172109,15152.317073170732,80895
6,Gràcia,Leopoldo Alas,121915,18340.74712643678,57643
3,Sants-Montjuïc,Lleida,183770,14625.393162393162,79559
6,Gràcia,Llibertat,121915,18340.74712643678,57643
1,Ciutat Vella,Lluna,106028,11517.703703703704,33685
9,Sant Andreu,Monlau,149826,15124.747368421053,65745
1,Ciutat Vella,Bisbe Laguarda,106028,11517.703703703704,33685
1,Ciutat Vella,Pl Urquinaona,106028,11517.703703703704,33685
3,Sants-Montjuïc,Rector Triadó,183770,14625.393162393162,79559
7,Horta-Guinardó,Penyal,172109,15152.317073170732,80895
9,Sant Andreu,Pons i Gallarza,149826,15124.747368421053,65745
10,Sant Martí,Pl Angeleta Ferrer,239465,15323.08843537415,103094
8,Nou Barris,Ripollet,170736,12431.811965811965,66780
10,Sant Martí,St Ramon Penyafort,239465,15323.08843537415,103094
1,Ciutat Vella,Santa Maria,106028,11517.703703703704,33685
7,Horta-Guinardó,Ptge Vallseca,172109,15152.317073170732,80895
6,Gràcia,Velázquez,121915,18340.74712643678,57643
7,Horta-Guinardó,Cunit,172109,15152.317073170732,80895
8,Nou Barris,Ctra A Hta Cerdany,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Vila Arrufat,148201,25606.775510204083,102272
2,Eixample,Pl Henry Dunant,266857,18867.71676300578,128137
10,Sant Martí,Pl M Antònia Salvà,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Pl Mina Grott,148201,25606.775510204083,102272
8,Nou Barris,Alcántara,170736,12431.811965811965,66780
3,Sants-Montjuïc,Ascó,183770,14625.393162393162,79559
1,Ciutat Vella,Avellà,106028,11517.703703703704,33685
8,Nou Barris,Balenyà,170736,12431.811965811965,66780
8,Nou Barris,Baltasar Gracián,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Calvet,148201,25606.775510204083,102272
9,Sant Andreu,Costa Daurada,149826,15124.747368421053,65745
1,Ciutat Vella,Egipcíaques,106028,11517.703703703704,33685
8,Nou Barris,Fosca,170736,12431.811965811965,66780
1,Ciutat Vella,Giralt Pellisser,106028,11517.703703703704,33685
10,Sant Martí,Gru Vivendes Pau,239465,15323.08843537415,103094
3,Sants-Montjuïc,GV Corts Catalanes,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Moià,148201,25606.775510204083,102272
6,Gràcia,Pl Nord,121915,18340.74712643678,57643
1,Ciutat Vella,Plata,106028,11517.703703703704,33685
6,Gràcia,Portell,121915,18340.74712643678,57643
9,Sant Andreu,Puerto Príncipe,149826,15124.747368421053,65745
10,Sant Martí,Pujades,239465,15323.08843537415,103094
7,Horta-Guinardó,Can Pujolet,172109,15152.317073170732,80895
7,Horta-Guinardó,Rajoler,172109,15152.317073170732,80895
1,Ciutat Vella,Pl Regomir,106028,11517.703703703704,33685
7,Horta-Guinardó,Roig i Solé,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Sant Magí,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Solanes,148201,25606.775510204083,102272
10,Sant Martí,Josep Miret,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Pl Mn M Vall Mundó,148201,25606.775510204083,102272
8,Nou Barris,Agudes,170736,12431.811965811965,66780
1,Ciutat Vella,Agullers,106028,11517.703703703704,33685
1,Ciutat Vella,Arenes Sant Pere,106028,11517.703703703704,33685
6,Gràcia,Betlem,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Rier Blanca Sarrià,148201,25606.775510204083,102272
1,Ciutat Vella,Caputxes,106028,11517.703703703704,33685
1,Ciutat Vella,Carassa,106028,11517.703703703704,33685
6,Gràcia,Siurana,121915,18340.74712643678,57643
9,Sant Andreu,Colònia,149826,15124.747368421053,65745
10,Sant Martí,Cristóbal de Moura,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Guarda Anton,148201,25606.775510204083,102272
4,Les Corts,Parc Cervantes,81074,22022.035087719298,48622
9,Sant Andreu,Josep Estivill,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,J Sebastian Bach,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Lincoln,148201,25606.775510204083,102272
7,Horta-Guinardó,Santa Amàlia,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Trinquet,148201,25606.775510204083,102272
3,Sants-Montjuïc,Transversal 11,183770,14625.393162393162,79559
1,Ciutat Vella,Arc de Sant Pau,106028,11517.703703703704,33685
9,Sant Andreu,Bellmunt,149826,15124.747368421053,65745
10,Sant Martí,Bilbao,239465,15323.08843537415,103094
7,Horta-Guinardó,Ptge Calafell,172109,15152.317073170732,80895
9,Sant Andreu,Pl Turó Trinitat,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Doctor Carulla,148201,25606.775510204083,102272
6,Gràcia,Esparreguera,121915,18340.74712643678,57643
4,Les Corts,Pere Duran Farell,81074,22022.035087719298,48622
5,Sarrià-Sant Gervasi,Figueres,148201,25606.775510204083,102272
1,Ciutat Vella,Pl Barceloneta,106028,11517.703703703704,33685
1,Ciutat Vella,Plta Montcada,106028,11517.703703703704,33685
7,Horta-Guinardó,Camí Can Móra,172109,15152.317073170732,80895
2,Eixample,Ptge Pagès,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Sant Liguori,148201,25606.775510204083,102272
8,Nou Barris,Vall d'Ordesa,170736,12431.811965811965,66780
6,Gràcia,Verntallat,121915,18340.74712643678,57643
1,Ciutat Vella,Vidrieria,106028,11517.703703703704,33685
8,Nou Barris,Pl Charlie Rivel,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Can Ràbia,148201,25606.775510204083,102272
10,Sant Martí,Pere Vergés,239465,15323.08843537415,103094
6,Gràcia,Pl Manuel Torrente,121915,18340.74712643678,57643
8,Nou Barris,A Gilabert i Bonet,170736,12431.811965811965,66780
1,Ciutat Vella,Drassana,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Jules Verne,148201,25606.775510204083,102272
4,Les Corts,Pg Manuel Girona,81074,22022.035087719298,48622
6,Gràcia,Mediona,121915,18340.74712643678,57643
9,Sant Andreu,Mercat,149826,15124.747368421053,65745
3,Sants-Montjuïc,Nerbion,183770,14625.393162393162,79559
4,Les Corts,Pl Pius XII,81074,22022.035087719298,48622
2,Eixample,Ribes,266857,18867.71676300578,128137
6,Gràcia,Pau Alsina,121915,18340.74712643678,57643
1,Ciutat Vella,Pg Ítaca,106028,11517.703703703704,33685
3,Sants-Montjuïc,Número 25,183770,14625.393162393162,79559
10,Sant Martí,Pl Llibert Ròdenas,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Pl Adrià,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Amigó,148201,25606.775510204083,102272
10,Sant Martí,Arc de Sant Sever,239465,15323.08843537415,103094
6,Gràcia,Bolívar,121915,18340.74712643678,57643
7,Horta-Guinardó,Ptge Camèlies,172109,15152.317073170732,80895
7,Horta-Guinardó,Pl Cementiri Horta,172109,15152.317073170732,80895
10,Sant Martí,Concili de Trento,239465,15323.08843537415,103094
10,Sant Martí,Xipre,239465,15323.08843537415,103094
4,Les Corts,Fra Luis Granada,81074,22022.035087719298,48622
6,Gràcia,Garriguella,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Ctra Església,148201,25606.775510204083,102272
3,Sants-Montjuïc,Lotus,183770,14625.393162393162,79559
6,Gràcia,Ptge Mariner,121915,18340.74712643678,57643
8,Nou Barris,Pedraforca,170736,12431.811965811965,66780
7,Horta-Guinardó,Ptge Peris Menchet,172109,15152.317073170732,80895
4,Les Corts,Regent Mendieta,81074,22022.035087719298,48622
9,Sant Andreu,Pg Santa Coloma,149826,15124.747368421053,65745
6,Gràcia,Santa Magdalena,121915,18340.74712643678,57643
3,Sants-Montjuïc,Sant Crist,183770,14625.393162393162,79559
10,Sant Martí,Taulat,239465,15323.08843537415,103094
6,Gràcia,Tordera,121915,18340.74712643678,57643
10,Sant Martí,Treball,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Via Làctia,148201,25606.775510204083,102272
7,Horta-Guinardó,Zuloaga,172109,15152.317073170732,80895
4,Les Corts,Comas i Solà,81074,22022.035087719298,48622
10,Sant Martí,Dolça de Provença,239465,15323.08843537415,103094
8,Nou Barris,Pau Sabater,170736,12431.811965811965,66780
8,Nou Barris,Pl Basses Peira,170736,12431.811965811965,66780
1,Ciutat Vella,Plta Mtna Castells,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Adrià Margarit,148201,25606.775510204083,102272
8,Nou Barris,Amics,170736,12431.811965811965,66780
8,Nou Barris,Amílcar,170736,12431.811965811965,66780
7,Horta-Guinardó,Ptge Arenys,172109,15152.317073170732,80895
10,Sant Martí,Auger,239465,15323.08843537415,103094
4,Les Corts,Berguedà,81074,22022.035087719298,48622
7,Horta-Guinardó,Av Can Baró,172109,15152.317073170732,80895
6,Gràcia,Castellterçol,121915,18340.74712643678,57643
7,Horta-Guinardó,Costa Pacheco,172109,15152.317073170732,80895
4,Les Corts,Pl Dr I Barraquer,81074,22022.035087719298,48622
5,Sarrià-Sant Gervasi,Lilà,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Duquessa d'Orleans,148201,25606.775510204083,102272
3,Sants-Montjuïc,Pl Europa,183770,14625.393162393162,79559
3,Sants-Montjuïc,Pg Exposició,183770,14625.393162393162,79559
6,Gràcia,Pg Gràcia,121915,18340.74712643678,57643
9,Sant Andreu,Nobel,149826,15124.747368421053,65745
4,Les Corts,Poblet,81074,22022.035087719298,48622
1,Ciutat Vella,Pl Raquel Meller,106028,11517.703703703704,33685
2,Eixample,Rda Sant Antoni,266857,18867.71676300578,128137
3,Sants-Montjuïc,Tortosa,183770,14625.393162393162,79559
8,Nou Barris,Biure,170736,12431.811965811965,66780
